,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RXRG,291.4085355435821,-0.972694884210424,0.24487183197289308,-3.97226122896038,7.119358393514013e-05,0.004978362016942399
ZBTB7C,81.09530247606477,0.7746127506855133,0.1950238662267205,3.971886957594231,7.130555705302431e-05,0.004978362016942399
ST3GAL4,558.3897147175912,-0.5775141084852106,0.14554765929607952,-3.9678694338217126,7.251804347348277e-05,0.005030507930498466
SEPTIN4,4199.174474890007,-0.6137283840356098,0.15474780629875043,-3.9659908512742876,7.309166597818319e-05,0.005030507930498466
DOCK11,170.68465592222495,0.8799521837532295,0.2218337346195094,3.966719422825969,7.286869010932675e-05,0.005030507930498466
TRIM2,2285.6881343186033,-0.7989666341325723,0.2015119929305735,-3.964858976943564,7.343935121374815e-05,0.005030595558141748
RNASE1,2840.5531154861897,-0.6949363046627027,0.17540085829888674,-3.9619891909452156,7.432790615355469e-05,0.005067557996065358
IL1RAP,215.49428876199107,1.2208332034325857,0.30824047574435226,3.9606518270660773,7.47454504486405e-05,0.00507221229633251
TP63,26.324502452740894,-1.4957864391120177,0.377904023412988,-3.958111971402233,7.554454389444563e-05,0.005102594727605299
LILRA2,75.93043995205639,1.2692242303391712,0.32128310671120003,3.9504854249310757,7.799284759654462e-05,0.005243574688875098
CCL20,27.60317969030344,1.9663690701311891,0.49839349168263786,3.9454148237218845,7.96619464175572e-05,0.005331109612330718
LRRC55,90.82052726881571,1.2746090464401476,0.3235744080112448,3.939152834348545,8.176983066185403e-05,0.005447071013171763
RAC2,170.84103359515095,1.0436063302532836,0.26508617333771994,3.9368568986950843,8.255580306396732e-05,0.005474316767556773
PDE1A,333.316838256274,-1.3273618257924764,0.33727813982567634,-3.935510989471565,8.301986501836263e-05,0.005480065817257555
F3,3389.821468441546,1.6860075855754786,0.4288032376901039,3.9318909872456613,8.428028468869253e-05,0.005538091829181868
ROGDI,578.5518724095011,-0.7802133715477495,0.19884027090048878,-3.9238196971589003,8.715597463386863e-05,0.005605785143104808
PDLIM4,511.0042478547584,0.9043956462387557,0.23044384445007482,3.9245814892429944,8.688064672323776e-05,0.005605785143104808
GRM3,262.94882486617587,-0.666927819671769,0.169958227177197,-3.924069053605953,8.706576126585947e-05,0.005605785143104808
